query_id,query_label,query_uspc,query_png,candidate_id,candidate_label,candidate_uspc,candidate_png,candidate_rank
D1050559,positive,D26,data\processed\D1050559.png,D1051473,positive,D26,data\processed\D1051473.png,2
D1050559,positive,D26,data\processed\D1050559.png,D550868,negative,D26,data\processed\D550868.png,3
D1050559,positive,D26,data\processed\D1050559.png,D557433,negative,D26,data\processed\D557433.png,4
D1050559,positive,D26,data\processed\D1050559.png,D1056301,positive,D26,data\processed\D1056301.png,5
D1050755,positive,D6,data\processed\D1050755.png,D6_gen_sofa,negative,D6,data\processed\D6_gen_sofa.png,1
D1050755,positive,D6,data\processed\D1050755.png,D557928,negative,D6,data\processed\D557928.png,2
D1050755,positive,D6,data\processed\D1050755.png,D557534,negative,D6,data\processed\D557534.png,3
D1050755,positive,D6,data\processed\D1050755.png,D6_gen_table,negative,D6,data\processed\D6_gen_table.png,4
D1050755,positive,D6,data\processed\D1050755.png,D6_gen_mirror,negative,D6,data\processed\D6_gen_mirror.png,5
D1050765,positive,D6,data\processed\D1050765.png,D6_gen_pillow,negative,D6,data\processed\D6_gen_pillow.png,1
D1050765,positive,D6,data\processed\D1050765.png,D1049700,positive,D6,data\processed\D1049700.png,2
D1050765,positive,D6,data\processed\D1050765.png,D1055570,positive,D6,data\processed\D1055570.png,3
D1050765,positive,D6,data\processed\D1050765.png,D1050755,positive,D6,data\processed\D1050755.png,4
D1050765,positive,D6,data\processed\D1050765.png,D555945,negative,D6,data\processed\D555945.png,5
D1050773,positive,D6,data\processed\D1050773.png,D1050755,positive,D6,data\processed\D1050755.png,1
D1050773,positive,D6,data\processed\D1050773.png,D6_gen_pillow,negative,D6,data\processed\D6_gen_pillow.png,2
D1050773,positive,D6,data\processed\D1050773.png,D1055534,positive,D6,data\processed\D1055534.png,3
D1050773,positive,D6,data\processed\D1050773.png,D1054737,positive,D6,data\processed\D1054737.png,4
D1050773,positive,D6,data\processed\D1050773.png,D1055593,positive,D6,data\processed\D1055593.png,5
D1050879,positive,D9,data\processed\D1050879.png,D1040651,positive,D9,data\processed\D1040651.png,1
D1050879,positive,D9,data\processed\D1050879.png,D1052403,positive,D9,data\processed\D1052403.png,2
D1050879,positive,D9,data\processed\D1050879.png,D554517,negative,D9,data\processed\D554517.png,3
D1050879,positive,D9,data\processed\D1050879.png,D1042157,positive,D9,data\processed\D1042157.png,4
D1050879,positive,D9,data\processed\D1050879.png,D1054855,positive,D9,data\processed\D1054855.png,5
D1050952,positive,D12,data\processed\D1050952.png,D558118,negative,D12,data\processed\D558118.png,1
D1050952,positive,D12,data\processed\D1050952.png,D1055796,positive,D12,data\processed\D1055796.png,2
D1050952,positive,D12,data\processed\D1050952.png,D553067,negative,D12,data\processed\D553067.png,3
D1050952,positive,D12,data\processed\D1050952.png,D1052459,positive,D12,data\processed\D1052459.png,4
D1050952,positive,D12,data\processed\D1050952.png,D1055773,positive,D12,data\processed\D1055773.png,5
D1051295,positive,D23,data\processed\D1051295.png,D1050408,positive,D23,data\processed\D1050408.png,1
D1051295,positive,D23,data\processed\D1051295.png,D23_gen_showerhead,negative,D23,data\processed\D23_gen_showerhead.png,2
D1051295,positive,D23,data\processed\D1051295.png,D1049323,positive,D23,data\processed\D1049323.png,3
D1051295,positive,D23,data\processed\D1051295.png,D1055242,positive,D23,data\processed\D1055242.png,4
D1051295,positive,D23,data\processed\D1051295.png,D550813,negative,D23,data\processed\D550813.png,5
D1051327,positive,D23,data\processed\D1051327.png,D1050408,positive,D23,data\processed\D1050408.png,1
D1051327,positive,D23,data\processed\D1051327.png,D23_gen_fan,negative,D23,data\processed\D23_gen_fan.png,2
D1051327,positive,D23,data\processed\D1051327.png,D556318,negative,D23,data\processed\D556318.png,3
D1051327,positive,D23,data\processed\D1051327.png,D551335,negative,D23,data\processed\D551335.png,4
D1051327,positive,D23,data\processed\D1051327.png,D555238,negative,D23,data\processed\D555238.png,5
D1051385,positive,D24,data\processed\D1051385.png,D24_gen_bandage,negative,D24,data\processed\D24_gen_bandage.png,1
D1051385,positive,D24,data\processed\D1051385.png,D555254,negative,D24,data\processed\D555254.png,2
D1051385,positive,D24,data\processed\D1051385.png,D1054584,positive,D24,data\processed\D1054584.png,3
D1051385,positive,D24,data\processed\D1051385.png,D556914,negative,D24,data\processed\D556914.png,4
D1051385,positive,D24,data\processed\D1051385.png,D1054033,positive,D24,data\processed\D1054033.png,5
D1051411,positive,D24,data\processed\D1051411.png,D552249,negative,D24,data\processed\D552249.png,1
D1051411,positive,D24,data\processed\D1051411.png,D1054033,positive,D24,data\processed\D1054033.png,2
D1051411,positive,D24,data\processed\D1051411.png,D1054584,positive,D24,data\processed\D1054584.png,3
D1051411,positive,D24,data\processed\D1051411.png,D1049406,positive,D24,data\processed\D1049406.png,4
D1051411,positive,D24,data\processed\D1051411.png,D24_gen_microscope,negative,D24,data\processed\D24_gen_microscope.png,5
D1051473,positive,D26,data\processed\D1051473.png,D1050551,positive,D26,data\processed\D1050551.png,1
D1051473,positive,D26,data\processed\D1051473.png,D1050559,positive,D26,data\processed\D1050559.png,2
D1051473,positive,D26,data\processed\D1051473.png,D550868,negative,D26,data\processed\D550868.png,3
D1051473,positive,D26,data\processed\D1051473.png,D26_gen_lantern,negative,D26,data\processed\D26_gen_lantern.png,4
D1051473,positive,D26,data\processed\D1051473.png,D553270,negative,D26,data\processed\D553270.png,5
D1051626,positive,D6,data\processed\D1051626.png,D1054730,positive,D6,data\processed\D1054730.png,1
D1051626,positive,D6,data\processed\D1051626.png,D6_gen_chair,negative,D6,data\processed\D6_gen_chair.png,2
D1051626,positive,D6,data\processed\D1051626.png,D553871,negative,D6,data\processed\D553871.png,3
D1051626,positive,D6,data\processed\D1051626.png,D1055609,positive,D6,data\processed\D1055609.png,4
D1051626,positive,D6,data\processed\D1051626.png,D554386,negative,D6,data\processed\D554386.png,5
D1051730,positive,D9,data\processed\D1051730.png,D1043352,positive,D9,data\processed\D1043352.png,1
D1051730,positive,D9,data\processed\D1051730.png,D551554,negative,D9,data\processed\D551554.png,2
D1051730,positive,D9,data\processed\D1051730.png,D1055697,positive,D9,data\processed\D1055697.png,3
D1051730,positive,D9,data\processed\D1051730.png,D9_gen_bottle,negative,D9,data\processed\D9_gen_bottle.png,4
D1051730,positive,D9,data\processed\D1051730.png,D556564,negative,D9,data\processed\D556564.png,5
D1051771,positive,D12,data\processed\D1051771.png,D558118,negative,D12,data\processed\D558118.png,1
D1051771,positive,D12,data\processed\D1051771.png,D1055796,positive,D12,data\processed\D1055796.png,2
D1051771,positive,D12,data\processed\D1051771.png,D553067,negative,D12,data\processed\D553067.png,3
D1051771,positive,D12,data\processed\D1051771.png,D1055773,positive,D12,data\processed\D1055773.png,4
D1051771,positive,D12,data\processed\D1051771.png,D1052459,positive,D12,data\processed\D1052459.png,5
D1051779,positive,D12,data\processed\D1051779.png,D12_gen_bicycle,negative,D12,data\processed\D12_gen_bicycle.png,1
D1051779,positive,D12,data\processed\D1051779.png,D1055839,positive,D12,data\processed\D1055839.png,2
D1051779,positive,D12,data\processed\D1051779.png,D1050952,positive,D12,data\processed\D1050952.png,3
D1051779,positive,D12,data\processed\D1051779.png,D12_gen_car,negative,D12,data\processed\D12_gen_car.png,4
D1051779,positive,D12,data\processed\D1051779.png,D552529,negative,D12,data\processed\D552529.png,5
D1051805,positive,D12,data\processed\D1051805.png,D553067,negative,D12,data\processed\D553067.png,1
D1051805,positive,D12,data\processed\D1051805.png,D12_gen_truck,negative,D12,data\processed\D12_gen_truck.png,2
D1051805,positive,D12,data\processed\D1051805.png,D1054329,positive,D12,data\processed\D1054329.png,3
D1051805,positive,D12,data\processed\D1051805.png,D12_gen_wheel,negative,D12,data\processed\D12_gen_wheel.png,4
D1051805,positive,D12,data\processed\D1051805.png,D1054913,positive,D12,data\processed\D1054913.png,5
D1051888,positive,D14,data\processed\D1051888.png,D1053201,positive,D14,data\processed\D1053201.png,1
D1051888,positive,D14,data\processed\D1051888.png,D554118,negative,D14,data\processed\D554118.png,2
D1051888,positive,D14,data\processed\D1051888.png,D555647,negative,D14,data\processed\D555647.png,3
D1051888,positive,D14,data\processed\D1051888.png,D1055034,positive,D14,data\processed\D1055034.png,4
D1051888,positive,D14,data\processed\D1051888.png,D1055070,positive,D14,data\processed\D1055070.png,5
D1052403,positive,D9,data\processed\D1052403.png,D554517,negative,D9,data\processed\D554517.png,1
D1052403,positive,D9,data\processed\D1052403.png,D1050879,positive,D9,data\processed\D1050879.png,2
D1052403,positive,D9,data\processed\D1052403.png,D1040651,positive,D9,data\processed\D1040651.png,3
D1052403,positive,D9,data\processed\D1052403.png,D553986,negative,D9,data\processed\D553986.png,4
D1052403,positive,D9,data\processed\D1052403.png,D1051730,positive,D9,data\processed\D1051730.png,5
D1052459,positive,D12,data\processed\D1052459.png,D553067,negative,D12,data\processed\D553067.png,1
D1052459,positive,D12,data\processed\D1052459.png,D1051771,positive,D12,data\processed\D1051771.png,2
D1052459,positive,D12,data\processed\D1052459.png,D1055773,positive,D12,data\processed\D1055773.png,3
D1052459,positive,D12,data\processed\D1052459.png,D558118,negative,D12,data\processed\D558118.png,4
D1052459,positive,D12,data\processed\D1052459.png,D1055796,positive,D12,data\processed\D1055796.png,5
D1052987,positive,D8,data\processed\D1052987.png,D553462,negative,D8,data\processed\D553462.png,1
D1052987,positive,D8,data\processed\D1052987.png,D1054822,positive,D8,data\processed\D1054822.png,2
D1052987,positive,D8,data\processed\D1052987.png,D1055656,positive,D8,data\processed\D1055656.png,3
D1052987,positive,D8,data\processed\D1052987.png,D1054834,positive,D8,data\processed\D1054834.png,4
D1052987,positive,D8,data\processed\D1052987.png,D1048868,positive,D8,data\processed\D1048868.png,5
D1053002,positive,D8,data\processed\D1053002.png,D1054822,positive,D8,data\processed\D1054822.png,1
D1053002,positive,D8,data\processed\D1053002.png,D553462,negative,D8,data\processed\D553462.png,2
D1053002,positive,D8,data\processed\D1053002.png,D1047665,positive,D8,data\processed\D1047665.png,3
D1053002,positive,D8,data\processed\D1053002.png,D1053694,positive,D8,data\processed\D1053694.png,4
D1053002,positive,D8,data\processed\D1053002.png,D1054834,positive,D8,data\processed\D1054834.png,5
D1053170,positive,D14,data\processed\D1053170.png,D1053191,positive,D14,data\processed\D1053191.png,1
D1053170,positive,D14,data\processed\D1053170.png,D1055045,positive,D14,data\processed\D1055045.png,2
D1053170,positive,D14,data\processed\D1053170.png,D1055910,positive,D14,data\processed\D1055910.png,3
D1053170,positive,D14,data\processed\D1053170.png,D1055927,positive,D14,data\processed\D1055927.png,4
D1053170,positive,D14,data\processed\D1053170.png,D1053201,positive,D14,data\processed\D1053201.png,5
D1053185,positive,D14,data\processed\D1053185.png,D14_gen_tablet,negative,D14,data\processed\D14_gen_tablet.png,1
D1053185,positive,D14,data\processed\D1053185.png,D1055927,positive,D14,data\processed\D1055927.png,2
D1053185,positive,D14,data\processed\D1053185.png,D1055910,positive,D14,data\processed\D1055910.png,3
D1053185,positive,D14,data\processed\D1053185.png,D14_gen_headphones,negative,D14,data\processed\D14_gen_headphones.png,4
D1053185,positive,D14,data\processed\D1053185.png,D1055045,positive,D14,data\processed\D1055045.png,5
D1053191,positive,D14,data\processed\D1053191.png,D1055965,positive,D14,data\processed\D1055965.png,1
D1053191,positive,D14,data\processed\D1053191.png,D558217,negative,D14,data\processed\D558217.png,2
D1053191,positive,D14,data\processed\D1053191.png,D1055966,positive,D14,data\processed\D1055966.png,3
D1053191,positive,D14,data\processed\D1053191.png,D1055045,positive,D14,data\processed\D1055045.png,4
D1053191,positive,D14,data\processed\D1053191.png,D1053201,positive,D14,data\processed\D1053201.png,5
D1053201,positive,D14,data\processed\D1053201.png,D1053191,positive,D14,data\processed\D1053191.png,1
D1053201,positive,D14,data\processed\D1053201.png,D1055965,positive,D14,data\processed\D1055965.png,2
D1053201,positive,D14,data\processed\D1053201.png,D1055966,positive,D14,data\processed\D1055966.png,3
D1053201,positive,D14,data\processed\D1053201.png,D558217,negative,D14,data\processed\D558217.png,4
D1053201,positive,D14,data\processed\D1053201.png,D1055045,positive,D14,data\processed\D1055045.png,5
D1053694,positive,D8,data\processed\D1053694.png,D1055656,positive,D8,data\processed\D1055656.png,1
D1053694,positive,D8,data\processed\D1053694.png,D556560,negative,D8,data\processed\D556560.png,2
D1053694,positive,D8,data\processed\D1053694.png,D8_gen_saw,negative,D8,data\processed\D8_gen_saw.png,3
D1053694,positive,D8,data\processed\D1053694.png,D557097,negative,D8,data\processed\D557097.png,4
D1053694,positive,D8,data\processed\D1053694.png,D1047681,positive,D8,data\processed\D1047681.png,5
D1053711,positive,D9,data\processed\D1053711.png,D551968,negative,D9,data\processed\D551968.png,1
D1053711,positive,D9,data\processed\D1053711.png,D9_gen_spray_can,negative,D9,data\processed\D9_gen_spray_can.png,2
D1053711,positive,D9,data\processed\D1053711.png,D1042123,positive,D9,data\processed\D1042123.png,3
D1053711,positive,D9,data\processed\D1053711.png,D1055697,positive,D9,data\processed\D1055697.png,4
D1053711,positive,D9,data\processed\D1053711.png,D1043352,positive,D9,data\processed\D1043352.png,5
D1054033,positive,D24,data\processed\D1054033.png,D555254,negative,D24,data\processed\D555254.png,1
D1054033,positive,D24,data\processed\D1054033.png,D558354,negative,D24,data\processed\D558354.png,2
D1054033,positive,D24,data\processed\D1054033.png,D548834,negative,D24,data\processed\D548834.png,3
D1054033,positive,D24,data\processed\D1054033.png,D1055309,positive,D24,data\processed\D1055309.png,4
D1054033,positive,D24,data\processed\D1054033.png,D1054584,positive,D24,data\processed\D1054584.png,5
D1054093,positive,D26,data\processed\D1054093.png,D1056290,positive,D26,data\processed\D1056290.png,1
D1054093,positive,D26,data\processed\D1054093.png,D558388,negative,D26,data\processed\D558388.png,2
D1054093,positive,D26,data\processed\D1054093.png,D1056301,positive,D26,data\processed\D1056301.png,3
D1054093,positive,D26,data\processed\D1054093.png,D1055350,positive,D26,data\processed\D1055350.png,4
D1054093,positive,D26,data\processed\D1054093.png,D549866,negative,D26,data\processed\D549866.png,5
D1054227,positive,D6,data\processed\D1054227.png,D6_gen_sofa,negative,D6,data\processed\D6_gen_sofa.png,1
D1054227,positive,D6,data\processed\D1054227.png,D1055570,positive,D6,data\processed\D1055570.png,2
D1054227,positive,D6,data\processed\D1054227.png,D557928,negative,D6,data\processed\D557928.png,3
D1054227,positive,D6,data\processed\D1054227.png,D1055593,positive,D6,data\processed\D1055593.png,4
D1054227,positive,D6,data\processed\D1054227.png,D6_gen_table,negative,D6,data\processed\D6_gen_table.png,5
D1054283,positive,D8,data\processed\D1054283.png,D8_gen_level,negative,D8,data\processed\D8_gen_level.png,1
D1054283,positive,D8,data\processed\D1054283.png,D1055656,positive,D8,data\processed\D1055656.png,2
D1054283,positive,D8,data\processed\D1054283.png,D8_gen_pliers,negative,D8,data\processed\D8_gen_pliers.png,3
D1054283,positive,D8,data\processed\D1054283.png,D553462,negative,D8,data\processed\D553462.png,4
D1054283,positive,D8,data\processed\D1054283.png,D8_gen_hammer,negative,D8,data\processed\D8_gen_hammer.png,5
D1054284,positive,D9,data\processed\D1054284.png,D1042157,positive,D9,data\processed\D1042157.png,1
D1054284,positive,D9,data\processed\D1054284.png,D1050879,positive,D9,data\processed\D1050879.png,2
D1054284,positive,D9,data\processed\D1054284.png,D1040651,positive,D9,data\processed\D1040651.png,3
D1054284,positive,D9,data\processed\D1054284.png,D1053711,positive,D9,data\processed\D1053711.png,4
D1054284,positive,D9,data\processed\D1054284.png,D1054855,positive,D9,data\processed\D1054855.png,5
D1054329,positive,D12,data\processed\D1054329.png,D1050952,positive,D12,data\processed\D1050952.png,1
D1054329,positive,D12,data\processed\D1054329.png,D1055839,positive,D12,data\processed\D1055839.png,2
D1054329,positive,D12,data\processed\D1054329.png,D1055822,positive,D12,data\processed\D1055822.png,3
D1054329,positive,D12,data\processed\D1054329.png,D555056,negative,D12,data\processed\D555056.png,4
D1054329,positive,D12,data\processed\D1054329.png,D552529,negative,D12,data\processed\D552529.png,5
D1054542,positive,D23,data\processed\D1054542.png,D1050408,positive,D23,data\processed\D1050408.png,1
D1054542,positive,D23,data\processed\D1054542.png,D1050406,positive,D23,data\processed\D1050406.png,2
D1054542,positive,D23,data\processed\D1054542.png,D1055245,positive,D23,data\processed\D1055245.png,3
D1054542,positive,D23,data\processed\D1054542.png,D1055242,positive,D23,data\processed\D1055242.png,4
D1054542,positive,D23,data\processed\D1054542.png,D1049323,positive,D23,data\processed\D1049323.png,5
D1054574,positive,D24,data\processed\D1054574.png,D1056227,positive,D24,data\processed\D1056227.png,1
D1054574,positive,D24,data\processed\D1054574.png,D24_gen_bandage,negative,D24,data\processed\D24_gen_bandage.png,2
D1054574,positive,D24,data\processed\D1054574.png,D1055290,positive,D24,data\processed\D1055290.png,3
D1054574,positive,D24,data\processed\D1054574.png,D548834,negative,D24,data\processed\D548834.png,4
D1054574,positive,D24,data\processed\D1054574.png,D552249,negative,D24,data\processed\D552249.png,5
D1054584,positive,D24,data\processed\D1054584.png,D1054033,positive,D24,data\processed\D1054033.png,1
D1054584,positive,D24,data\processed\D1054584.png,D24_gen_syringe,negative,D24,data\processed\D24_gen_syringe.png,2
D1054584,positive,D24,data\processed\D1054584.png,D548834,negative,D24,data\processed\D548834.png,3
D1054584,positive,D24,data\processed\D1054584.png,D24_gen_microscope,negative,D24,data\processed\D24_gen_microscope.png,4
D1054584,positive,D24,data\processed\D1054584.png,D24_gen_pill,negative,D24,data\processed\D24_gen_pill.png,5
D1054602,positive,D26,data\processed\D1054602.png,D1056279,positive,D26,data\processed\D1056279.png,1
